job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
1471447,41746,Senior Data Analyst,"Senior Data Analyst, Marketing","New York, NY",via Ladders,Full-time,FALSE,"New York, United States",8/1/2023,TRUE,TRUE,United States,year,90000,
1472866,125320,Data Scientist,Data Scientist (all genders),India,via Ai-Jobs.net,Full-time,FALSE,India,12/20/2023,FALSE,FALSE,India,year,162500,
1472877,4818,Data Engineer,Data Engineer,"Brampton, ON, Canada",via Ai-Jobs.net,Full-time,FALSE,Canada,6/13/2023,FALSE,FALSE,Canada,year,96773,
1476121,302660,Data Scientist,"AVP, Strategic Analytics Services - Data Science","Jersey City, NJ",via ProActuary,Full-time,FALSE,"New York, United States",9/9/2023,FALSE,FALSE,United States,year,236040,
1476498,18993,Data Engineer,Data Engineer,"Toronto, ON, Canada",via Ladders,Full-time,FALSE,Canada,3/25/2023,FALSE,FALSE,Canada,year,90000,
1476724,169699,Data Scientist,Mobilyze Data Scientist,"Myrtle Point, OR",via ZipRecruiter,Full-time,FALSE,"California, United States",6/3/2023,FALSE,TRUE,United States,year,175000,
1478050,4999,Data Analyst,Data Analyst - Threat Lab,"Chicago, IL",via Ladders,Full-time,FALSE,"Illinois, United States",2/15/2023,FALSE,FALSE,United States,year,115000,
1479041,152,Data Scientist,Healthcare Data Scientist (ECS) - Remote,Anywhere,via UnitedHealth Group - Talentify,Full-time,TRUE,"Illinois, United States",5/31/2023,FALSE,TRUE,United States,year,126000,
1479326,766,Senior Data Analyst,Senior Data Analyst (Remote),"Atlanta, GA",via Ladders,Full-time,FALSE,Georgia,8/17/2023,FALSE,TRUE,United States,year,115000,
1479394,48580,Business Analyst,Financial Analyst,"Rancho Cucamonga, CA",via ZipRecruiter,Full-time,FALSE,"California, United States",3/29/2023,FALSE,FALSE,United States,year,82500,
1481041,6488,Senior Data Engineer,Senior Data Engineer,"O'Fallon, MO",via Ladders,Full-time,FALSE,"Texas, United States",9/1/2023,FALSE,FALSE,United States,year,150000,
1482698,1744,Data Scientist,Data Science Systems Engineering Manager,"Annapolis Junction, MD",via Ladders,Full-time,FALSE,Georgia,5/10/2023,FALSE,TRUE,United States,year,150000,
1486653,98,Data Scientist,Business Data Scientist,"San Francisco, CA",via Ladders,Full-time,FALSE,"California, United States",1/25/2023,FALSE,TRUE,United States,year,150000,
1486700,845,Data Scientist,Data Scientist,"Herndon, VA",via Indeed,Full-time,FALSE,Georgia,1/11/2023,FALSE,FALSE,United States,year,145000,
1488846,66850,Data Analyst,Senior Transportation Scheduling and Data Analyst - NYC Ferry,"Brooklyn, NY",via Jobs,Full-time,FALSE,"New York, United States",11/4/2023,FALSE,FALSE,United States,year,90000,
1489862,6552,Data Scientist,"Director, Data Science & AI","Henderson, NV",via ProActuary,Full-time,FALSE,"California, United States",5/28/2023,FALSE,TRUE,United States,year,150000,
1489938,190545,Senior Data Scientist,"Sr. Manager, Data Science","McKinney, TX",via Ladders,Full-time,FALSE,Sudan,5/5/2023,FALSE,FALSE,Sudan,year,175000,
1493211,303,Data Analyst,"Senior Associate, Data Analyst","Chicago, IL",via Ladders,Full-time,FALSE,"Illinois, United States",3/1/2023,FALSE,FALSE,United States,year,90000,
1493812,303115,Data Analyst,Data Analytics & Systems Manager,"Los Angeles, CA",via Ladders,Full-time,FALSE,"California, United States",7/19/2023,FALSE,FALSE,United States,year,125000,
1494054,109553,Business Analyst,Management Analyst,Florida,via ZipRecruiter,Full-time,FALSE,"Florida, United States",9/8/2023,FALSE,FALSE,United States,year,69107,
1495045,483,Data Engineer,Junior Operations Specialist for Azure Cloud Big Data Platform...,"Stuttgart, Germany",via Ai-Jobs.net,Full-time,FALSE,Germany,3/29/2023,FALSE,FALSE,Germany,year,56700,
1495423,27521,Data Engineer,Data Engineer II,"San Francisco, CA",via Ai-Jobs.net,Full-time,FALSE,"California, United States",3/27/2023,FALSE,TRUE,United States,year,144000,
1497790,1697,Software Engineer,Senior Software Engineer (Cloud Security),"Prague, Czechia",via Infosec-Jobs.com,Full-time,FALSE,Czechia,2/7/2023,FALSE,FALSE,Czechia,year,89100,
1497827,6098,Data Scientist,"Portflio Analyst Crdt III (Greater LA Area, CA)","Los Angeles, CA",via Built In LA,Full-time,FALSE,"California, United States",2/1/2023,FALSE,FALSE,United States,year,112996,
1498936,15728,Data Analyst,Data Analyst,"Pune, Maharashtra, India",via Ai-Jobs.net,Full-time,FALSE,India,7/7/2023,FALSE,FALSE,India,year,111175,
1499822,303296,Data Analyst,Survey Data Analyst,"Albuquerque, NM",via BeBee,Part-time,FALSE,Sudan,12/1/2023,TRUE,FALSE,Sudan,year,50000,
1500185,26,Data Scientist,Data Scientist,"Albuquerque, NM",via JobzMall,Full-time,FALSE,"Texas, United States",6/15/2023,FALSE,FALSE,United States,year,115000,
1501155,4175,Senior Data Analyst,Senior Applied Scientist - Delivery,Anywhere,via ZipRecruiter,Full-time,TRUE,"New York, United States",7/26/2023,FALSE,TRUE,United States,year,184000,
1504318,21,Data Scientist,"Marketing Data Scientist, Reality Labs","Los Angeles, CA",via Ladders,Full-time,FALSE,"California, United States",7/25/2023,FALSE,TRUE,United States,year,200000,
1504541,3603,Data Analyst,Expert Operations Data Analyst,"Santa Cruz, CA",via Ladders,Full-time,FALSE,"California, United States",8/28/2023,FALSE,FALSE,United States,year,150000,
1507104,107551,Senior Data Analyst,Sr. DataOps Analyst,"Toronto, ON, Canada",via Ladders,Full-time,FALSE,Canada,3/15/2023,FALSE,FALSE,Canada,year,125000,
1508316,4376,Data Engineer,Data Engineer - Python,"Pune, Maharashtra, India",via Ai-Jobs.net,Full-time,FALSE,India,1/22/2023,FALSE,FALSE,India,year,147500,
1510418,2876,Data Scientist,"Data Scientist, SMB Data & Analytics (San Francisco, CA)","Palo Alto, CA",via Built In San Francisco,Full-time,FALSE,"California, United States",3/11/2023,FALSE,TRUE,United States,year,138500,
1511743,8291,Data Scientist,Data Scientist - Remote,Anywhere,via Built In,Full-time,TRUE,"Illinois, United States",6/14/2023,FALSE,TRUE,United States,year,100400,
1516589,204,Data Analyst,Customer Loyalty SLA Control Tower & Data Analyst,"Jakarta, Indonesia",via Ai-Jobs.net,Contractor,FALSE,Indonesia,8/14/2023,FALSE,FALSE,Indonesia,year,105000,
1517483,303701,Data Analyst,Data Analyst - SaaS - EdTech,Anywhere,via Wellfound,Full-time,TRUE,Singapore,7/17/2023,FALSE,FALSE,Singapore,year,75000,
1518650,3009,Data Engineer,Data Engineer- AWS,India,via Ai-Jobs.net,Full-time,FALSE,India,12/23/2023,FALSE,FALSE,India,year,120000,
1522938,8291,Data Scientist,Principal Data Scientist - Remote,Anywhere,via Built In,Full-time,TRUE,"Illinois, United States",1/28/2023,FALSE,TRUE,United States,year,142500,
1525451,4175,Data Analyst,"Manager, Data Analyst",Anywhere,via ZipRecruiter,Full-time,TRUE,"California, United States",4/18/2023,FALSE,TRUE,United States,year,167000,
1526714,141683,Data Analyst,Data Analyst,"Brookfield, WI",via BeBee,Full-time,FALSE,"Illinois, United States",12/26/2023,FALSE,FALSE,United States,year,75000,
1526867,2876,Data Scientist,"Data Scientist, 1+ Years of Experience (Peninsula, CA)","Palo Alto, CA",via Built In San Francisco,Full-time,FALSE,"California, United States",11/23/2023,FALSE,TRUE,United States,year,138500,
1529038,304002,Data Scientist,Data Scientist,Virginia,via ZipRecruiter,Full-time,FALSE,"Illinois, United States",7/24/2023,FALSE,FALSE,United States,year,112015,
1529164,18836,Data Analyst,Mid-Level Decision Science Analyst,"San Antonio, TX",via ProActuary,Full-time,FALSE,"Texas, United States",10/7/2023,FALSE,TRUE,United States,year,125930,
1530396,248956,Senior Data Engineer,Senior Azure Data Engineer,"Des Moines, IA",via ProActuary,Full-time,FALSE,"New York, United States",8/26/2023,FALSE,TRUE,United States,year,119900,
1531951,18836,Business Analyst,Business Intelligence Analyst - Mid Level,"San Antonio, TX",via ProActuary,Full-time,FALSE,"Texas, United States",7/26/2023,FALSE,TRUE,United States,year,114500,
1532226,266295,Data Analyst,Lead Health Data Analyst,"Providence, RI",via FOX 5 San Diego Jobs,Full-time,FALSE,"New York, United States",6/4/2023,FALSE,TRUE,United States,year,124050,
1535074,115398,Data Analyst,Management and Program Analyst (Data Protection),"Indianapolis, IN",via ZipRecruiter,Full-time,FALSE,"Illinois, United States",10/11/2023,TRUE,FALSE,United States,year,108709,
1535404,3337,Senior Data Scientist,Senior Data Scientist/Bioinformatician,"South San Francisco, CA",via JobServe,Full-time,FALSE,"California, United States",8/29/2023,FALSE,FALSE,United States,year,141500,
1535779,121232,Data Scientist,DATA SCIENTIST,"Pittsburgh, PA",via ZipRecruiter,Full-time,FALSE,"Illinois, United States",7/21/2023,FALSE,FALSE,United States,year,71402,
1539305,176237,Data Analyst,Data Analyst,"Dallas, TX",via Ladders,Full-time,FALSE,"Texas, United States",3/1/2023,FALSE,TRUE,United States,year,115000,
1541113,19859,Data Scientist,"Lead Data Scientist, Growth",Anywhere,via ZipRecruiter,Full-time,TRUE,"California, United States",7/29/2023,FALSE,TRUE,United States,year,190000,
1541917,8132,Data Scientist,"Staff Data Scientist, Experimentation","California City, CA",via Ladders,Full-time,FALSE,"California, United States",7/22/2023,FALSE,TRUE,United States,year,237500,
1544941,178783,Data Scientist,Quantitative Analyst,"West Miami, FL",via Adzuna,Full-time,FALSE,"Florida, United States",8/25/2023,FALSE,FALSE,United States,year,100000,
1545396,53,Business Analyst,Business Strategy Analyst - Deposit Analytics (Midlevel),"Charlotte, NC",via Indeed,Full-time,FALSE,Georgia,10/16/2023,FALSE,TRUE,United States,year,114500,
1548771,116343,Data Scientist,"Manager, Data Science (Remote)","Mt Vernon, AL",via ComputerWork,Full-time,FALSE,"Florida, United States",1/2/2023,FALSE,TRUE,United States,year,141500,
1552503,304564,Data Analyst,Data Analyst,"Atlanta, GA",via BeBee,Full-time,FALSE,Georgia,11/21/2023,TRUE,FALSE,United States,year,65000,
1552717,304571,Data Scientist,AVP & Data Scientist (DS Leadership),"Hartford, CT",via ProActuary,Full-time,FALSE,"New York, United States",6/17/2023,FALSE,TRUE,United States,year,218500,
1554272,4175,Data Engineer,Staff Data Engineer - Global Intelligence,"Toronto, ON, Canada",via Ladders,Full-time,FALSE,Canada,6/1/2023,FALSE,FALSE,Canada,year,120000,
1556022,7333,Data Scientist,Entry-Level Data Scientist Engineer,Anywhere,via ZipRecruiter,Full-time,TRUE,"New York, United States",7/23/2023,FALSE,TRUE,United States,year,65000,
1557090,4175,Data Scientist,"Staff Data Scientist, Safety",Anywhere,via ZipRecruiter,Full-time,TRUE,"California, United States",10/30/2023,FALSE,TRUE,United States,year,206000,
1557284,279015,Data Analyst,Physical Scientist,"Tuscaloosa, AL",via ZipRecruiter,Full-time,FALSE,"Florida, United States",4/19/2023,FALSE,FALSE,United States,year,82830,
1558151,304704,Senior Data Analyst,Senior Healthcare Data Analyst,"Atlanta, GA",via Ladders,Full-time,FALSE,Georgia,4/12/2023,FALSE,TRUE,United States,year,115000,
1558833,2686,Data Analyst,Data Analyst,Anywhere,via Get.It,Full-time,TRUE,Georgia,12/10/2023,FALSE,TRUE,United States,year,84000,
1560765,152,Data Scientist,Actuarial Data Scientist - Remote,Minnesota,via ProActuary,Full-time,FALSE,"Illinois, United States",5/11/2023,FALSE,TRUE,United States,year,126000,
1564028,435,Data Analyst,Public Comment Data Processing Analyst,"Santa Fe, NM",via IT JobServe,Full-time,FALSE,Sudan,3/27/2023,FALSE,TRUE,Sudan,year,57272,
1566785,64978,Senior Data Analyst,Sr. Data Analyst - Customer Education (Remote),Anywhere,via Built In San Francisco,Full-time,TRUE,"California, United States",3/8/2023,FALSE,TRUE,United States,year,114500,
1566871,971,Senior Data Analyst,"Senior Data Analyst, BI & Reporting","New York, NY",via Ladders,Full-time,FALSE,"New York, United States",7/31/2023,TRUE,FALSE,United States,year,100000,
1566879,4175,Data Analyst,"Data Analyst, Global Business Development",Anywhere,via ZipRecruiter,Full-time,TRUE,"California, United States",11/1/2023,FALSE,TRUE,United States,year,114000,
1568020,304937,Data Scientist,Data Scientist,"Arlington, VA",via ZipRecruiter,Full-time,FALSE,"New York, United States",8/29/2023,FALSE,FALSE,United States,year,132368,
1570543,15271,Data Scientist,Data scientist,"Charlotte, NC",via Talent.com,Full-time,FALSE,"Florida, United States",9/18/2023,FALSE,FALSE,United States,year,209000,
1572174,4000,Data Analyst,Data Analyst,"Atlanta, GA",via Ladders,Full-time,FALSE,Georgia,2/10/2023,TRUE,TRUE,United States,year,90000,
1576609,2686,Software Engineer,Staff Software Engineer - Data Science,Anywhere,via Get.It,Full-time,TRUE,"Illinois, United States",11/14/2023,FALSE,TRUE,United States,year,130000,
1578362,209,Business Analyst,"Sr. Business Systems Analyst (BSA) -  Microsoft Dynamics 365, ERP...","Culver City, CA",via Motion Recruitment,Full-time,FALSE,"California, United States",6/7/2023,FALSE,TRUE,United States,year,95000,
1580412,123432,Data Scientist,Data Scientist,"Arlington, VA",via ZipRecruiter,Full-time,FALSE,Georgia,2/24/2023,FALSE,FALSE,United States,year,112015,
1581636,42575,Senior Data Analyst,Senior Data Analyst (remote),Anywhere,via Ad Hoc - Talentify,Full-time,TRUE,"New York, United States",6/29/2023,FALSE,TRUE,United States,year,98800,
1581725,1369,Software Engineer,AI Software Development Engineer,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,FALSE,India,12/6/2023,FALSE,FALSE,India,year,64800,
1586379,210,Software Engineer,"Cybersecurity Engineer - Java , Big Data , HDFS, Spark, Kafka","Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,FALSE,India,4/11/2023,FALSE,FALSE,India,year,79200,
1588172,3442,Data Scientist,University Grad Data Science (Masters Only),"San Francisco, CA",via Ladders,Full-time,FALSE,"California, United States",9/25/2023,FALSE,FALSE,United States,year,139500,
1590920,453,Data Scientist,Cleared Data Scientist,"McLean, VA",via Indeed,Full-time,FALSE,Georgia,5/16/2023,FALSE,FALSE,United States,year,107500,
1592860,845,Data Scientist,Data Scientist with Security Clearance,"Aberdeen Proving Ground, MD",via BeBee,Full-time,FALSE,"New York, United States",12/29/2023,FALSE,TRUE,United States,year,100000,
1597038,305625,Senior Data Scientist,"Sr. Manager, Data Science","Tempe, AZ",via Ladders,Full-time,FALSE,"California, United States",3/31/2023,FALSE,FALSE,United States,year,125000,
1602027,209,Data Analyst,Data Analyst,"Boston, MA",via Motion Recruitment,Full-time,FALSE,"New York, United States",6/30/2023,FALSE,TRUE,United States,year,130000,
1604546,88687,Business Analyst,Business Analyst,Anywhere,via ZipRecruiter,Full-time,TRUE,"New York, United States",8/9/2023,FALSE,FALSE,United States,year,85000,
1609183,2852,Senior Data Scientist,"Senior Product Data Scientist, Bitcoin Wallet","San Francisco, CA",via Ai-Jobs.net,Full-time,FALSE,"California, United States",2/22/2023,FALSE,TRUE,United States,year,190500,
1609812,162,Data Scientist,Lead Data Scientist,"New York, NY",via Indeed,Full-time,FALSE,"New York, United States",6/16/2023,FALSE,TRUE,United States,year,170000,
1609995,151934,Data Analyst,Data Analyst - Ecommerce,"Culver City, CA",via ZipRecruiter,Full-time,FALSE,"California, United States",7/7/2023,FALSE,TRUE,United States,year,87918,
1610382,5835,Senior Data Analyst,Senior-Data Analysis,"Chicago, IL",via Ladders,Full-time,FALSE,"Illinois, United States",4/6/2023,FALSE,TRUE,United States,year,150000,
1614840,259,Data Analyst,Product Engineer I - Matching/ Data Analyst,"Mumbai, Maharashtra, India",via Ai-Jobs.net,Full-time,FALSE,India,3/21/2023,FALSE,FALSE,India,year,53014,
1614977,300,Data Analyst,Business Data Analyst,"Boston, MA",via Ladders,Full-time,FALSE,"New York, United States",10/5/2023,FALSE,TRUE,United States,year,135000,
1615914,18993,Senior Data Engineer,Senior Data Engineer,"Toronto, ON, Canada",via Ladders,Full-time,FALSE,Canada,1/26/2023,FALSE,FALSE,Canada,year,90000,
1617068,53519,Data Engineer,Sr. Data Engineer,"Toronto, ON, Canada",via Ladders,Full-time,FALSE,Canada,11/13/2023,FALSE,FALSE,Canada,year,125000,
1619146,210334,Data Analyst,Data Analyst,Anywhere,via Get.It,Full-time,TRUE,"New York, United States",11/5/2023,FALSE,TRUE,United States,year,46500,
1620405,24846,Data Analyst,"Product Lifecycle Data Analyst ( Associate, Mid-level, Experienced)","San Marino, CA",via JobServe,Full-time,FALSE,"California, United States",9/4/2023,FALSE,TRUE,United States,year,80000,
1621481,82675,Data Analyst,Data Analyst,"Sacramento, CA",via Ladders,Full-time,FALSE,"California, United States",9/3/2023,FALSE,FALSE,United States,year,90000,
1627051,11215,Data Engineer,Developer - Big Data,"Málaga, Spain",via Ai-Jobs.net,Full-time,FALSE,Spain,5/17/2023,TRUE,FALSE,Spain,year,80850,
1628392,292451,Data Scientist,Data Scientist,"Washington, DC",via ZipRecruiter,Full-time,FALSE,"New York, United States",8/9/2023,FALSE,FALSE,United States,year,132368,
1628647,41746,Senior Data Analyst,"Senior Data Analyst, Marketing","Chicago, IL",via Ladders,Full-time,FALSE,"Illinois, United States",8/1/2023,TRUE,TRUE,United States,year,90000,
1629840,3099,Data Engineer,Data Operations Engineer,"Toronto, ON, Canada",via Ai-Jobs.net,Full-time,FALSE,Canada,5/12/2023,TRUE,FALSE,Canada,year,80000,
1634263,15290,Data Scientist,Data Scientist,"Washington, DC",via ZipRecruiter,Full-time,FALSE,"New York, United States",8/29/2023,FALSE,FALSE,United States,year,79225,
1634441,46730,Data Analyst,Data Analyst,"Conshohocken, PA",via Ladders,Full-time,FALSE,"New York, United States",7/14/2023,FALSE,TRUE,United States,year,90000,
1636939,1744,Data Scientist,Principal Data Scientist,"Clearfield, UT",via Ladders,Full-time,FALSE,"California, United States",3/23/2023,FALSE,TRUE,United States,year,150000,
1638595,7333,Senior Data Analyst,Senior Data Analyst,Anywhere,via ZipRecruiter,Full-time,TRUE,"New York, United States",8/15/2023,TRUE,TRUE,United States,year,185000,
1641868,2347,Data Analyst,Enterprise Data Analyst - Power BI,"Schaumburg, IL",via Ladders,Full-time,FALSE,"Illinois, United States",2/8/2023,FALSE,TRUE,United States,year,90000,
1646864,306786,Data Analyst,Virtual Assistant Data Analyst,"New York, NY",via LinkedIn,Full-time,FALSE,"New York, United States",4/26/2023,FALSE,FALSE,United States,year,48000,
1646925,133698,Data Analyst,IT SPECIALIST (DATA MANAGEMENT/SYSTEM ANALYSIS),Texas,via ZipRecruiter,Full-time and Part-time,FALSE,Sudan,9/21/2023,TRUE,FALSE,Sudan,year,99764,
1647162,2772,Data Analyst,Data Analyst Jr. (Bilingual),"Mexico City, CDMX, Mexico",via Ai-Jobs.net,Full-time,FALSE,Mexico,7/10/2023,TRUE,FALSE,Mexico,year,57500,
1647870,154,Senior Data Scientist,"Senior Data Scientist, AI Foundations (San Francisco, CA)","San Francisco, CA",via Built In San Francisco,Full-time and Part-time,FALSE,"California, United States",12/2/2023,FALSE,TRUE,United States,year,147000,
1648829,15290,Data Scientist,Data Scientist,"Washington, DC",via ZipRecruiter,Full-time,FALSE,"New York, United States",11/1/2023,FALSE,FALSE,United States,year,79225,
1650904,18993,Data Engineer,Data Engineer,"Toronto, ON, Canada",via Ladders,Full-time,FALSE,Canada,2/10/2023,TRUE,FALSE,Canada,year,90000,
1653473,1191,Data Engineer,Senior Healthcare Analyst,California,via ZipRecruiter,Full-time,FALSE,"California, United States",8/22/2023,FALSE,FALSE,United States,year,107500,
1657703,12118,Senior Data Engineer,Senior Data Engineer,North Carolina,via ZipRecruiter,Full-time,FALSE,"Florida, United States",4/28/2023,TRUE,FALSE,United States,year,170000,
1657752,19746,Data Analyst,Supply Chain Data Analyst,Anywhere,via Get.It,Full-time,TRUE,"New York, United States",7/1/2023,FALSE,TRUE,United States,year,88000,
1657808,41536,Data Analyst,Research Data Analyst,"Baltimore, MD",via Indeed,Full-time,FALSE,"New York, United States",4/15/2023,FALSE,TRUE,United States,year,81650,
1658126,89,Data Analyst,Data Analyst,"McLean, VA",via BeBee,Full-time,FALSE,"New York, United States",12/2/2023,FALSE,TRUE,United States,year,100000,
1660177,139640,Data Analyst,"Data Analyst, CG-0301-14","Washington, DC",via ZipRecruiter,Full-time,FALSE,"New York, United States",6/15/2023,TRUE,FALSE,United States,year,145188,
1661343,307142,Senior Data Scientist,Senior Data Scientist,"Oakland, CA",via Ladders,Full-time,FALSE,"California, United States",9/27/2023,FALSE,TRUE,United States,year,170500,
1661824,841,Data Scientist,Data Science Lead - Product Analytics,"San Jose, CA",via LinkedIn,Full-time,FALSE,"California, United States",5/2/2023,FALSE,TRUE,United States,year,190960,
1669252,63186,Data Scientist,Master Data Specialist I,United States,via Ai-Jobs.net,Full-time,FALSE,"Texas, United States",12/15/2023,FALSE,TRUE,United States,year,90000,
1669627,209,Data Scientist,Data Scientist,Anywhere,via Motion Recruitment,Full-time,TRUE,"New York, United States",5/12/2023,FALSE,FALSE,United States,year,130000,
1672835,54285,Senior Data Analyst,Senior Data Analyst,"Philadelphia, PA",via My Stateline Jobs,Full-time,FALSE,"New York, United States",6/21/2023,FALSE,FALSE,United States,year,115000,
1676562,162,Data Scientist,Lead Data Scientist,Anywhere,via IT JobServe,Full-time,TRUE,"California, United States",5/6/2023,FALSE,FALSE,United States,year,195000,
1678057,7219,Senior Data Scientist,"Senior Data Scientist, Growth Analytics","Redwood City, CA",via Ladders,Full-time,FALSE,"California, United States",10/21/2023,FALSE,TRUE,United States,year,199790,
1680439,4243,Data Scientist,Real World Evidence Data Scientist,"Gaithersburg, MD",via Ladders,Full-time,FALSE,"New York, United States",6/20/2023,FALSE,FALSE,United States,year,90000,
1682598,25260,Senior Data Analyst,Senior Data Analyst I (Washington DC or Remote),Anywhere,via Built In,Full-time,TRUE,"New York, United States",4/19/2023,FALSE,TRUE,United States,year,75000,
1683686,307664,Data Analyst,Data Analyst,"St. Louis, MO",via Ladders,Full-time,FALSE,"Illinois, United States",4/17/2023,FALSE,FALSE,United States,year,90000,
1686730,33796,Senior Data Scientist,Data Scientist - Feed (Senior),"San Francisco, CA",via Ladders,Full-time,FALSE,"California, United States",3/2/2023,FALSE,TRUE,United States,year,150000,
1690913,66,Business Analyst,Senior Business Analyst for Corporate Action Platform (Hybrid),"Tampa, FL",via KSNT Jobs,Full-time,FALSE,"Florida, United States",8/16/2023,FALSE,FALSE,United States,year,95640,
1693198,417,Data Analyst,Data Analyst III,"Bethesda, MD",via Ladders,Full-time,FALSE,"New York, United States",6/13/2023,FALSE,TRUE,United States,year,80000,
1694004,231066,Data Analyst,Manager - Data Analyst,Anywhere,via ZipRecruiter,Full-time,TRUE,"New York, United States",10/23/2023,FALSE,TRUE,United States,year,147285,
1695120,2552,Senior Data Scientist,Senior Data Scientist,"Woonsocket, RI",via Ladders,Full-time,FALSE,"New York, United States",5/27/2023,FALSE,TRUE,United States,year,115000,
1696927,165,Data Scientist,Principal Data Scientist,"Austin, TX",via Ladders,Full-time,FALSE,"Texas, United States",7/13/2023,FALSE,TRUE,United States,year,174000,
1707474,7333,Data Scientist,Junior Data Scientist Engineer-US,Anywhere,via ZipRecruiter,Full-time,TRUE,"Texas, United States",6/26/2023,FALSE,TRUE,United States,year,75000,
1708888,845,Data Scientist,Data Scientist Technical Specialist,"Lexington Park, MD",via Indeed,Full-time,FALSE,Georgia,6/23/2023,FALSE,FALSE,United States,year,145500,
1711713,86904,Senior Data Scientist,"VP, Data Science & AI","Menlo Park, CA",via Ladders,Full-time,FALSE,"California, United States",8/29/2023,FALSE,FALSE,United States,year,375000,
1713622,3992,Data Engineer,Data Migration Engineer,"Oakville, ON, Canada",via Ladders,Full-time,FALSE,Canada,7/25/2023,TRUE,FALSE,Canada,year,125000,
1714219,152,Data Analyst,Sr. Data Analyst,"Ashburn, VA",via Ladders,Full-time,FALSE,"New York, United States",6/24/2023,FALSE,TRUE,United States,year,115000,
1721765,27572,Data Engineer,Delivery Solutions Architect : Big Data,India,via Ai-Jobs.net,Full-time,FALSE,India,6/8/2023,TRUE,FALSE,India,year,79200,
1722051,68205,Data Scientist,Master Data Specialist,"Fremont, CA",via Ladders,Full-time,FALSE,"California, United States",1/22/2023,FALSE,TRUE,United States,year,115000,
1723191,15307,Business Analyst,"(Senior) Security Operations Engineer, Singapore",Singapore,via Infosec-Jobs.com,Full-time,FALSE,Singapore,2/8/2023,FALSE,FALSE,Singapore,year,79200,
1725818,49,Data Scientist,Data Scientist,"Arlington, VA",via Ladders,Full-time,FALSE,"New York, United States",6/23/2023,FALSE,TRUE,United States,year,115000,
1729174,111577,Data Scientist,Lead machine Learning Data Scientist,"Palo Alto, CA",via Ladders,Full-time,FALSE,"California, United States",8/29/2023,FALSE,FALSE,United States,year,285000,
1730890,8172,Data Scientist,Data Scientist Lead,"Memphis, TN",via Ladders,Full-time,FALSE,"Texas, United States",8/17/2023,FALSE,FALSE,United States,year,125000,
1731795,209,Data Analyst,Data Analyst  / Well known Media company,"Culver City, CA",via Motion Recruitment,Full-time,FALSE,"California, United States",4/5/2023,TRUE,TRUE,United States,year,125000,
1731913,6712,Software Engineer,"Sr. Software Engineer, Full Stack","Vancouver, BC, Canada",via Ladders,Full-time,FALSE,Canada,4/19/2023,FALSE,FALSE,Canada,year,175000,
1732491,72274,Senior Data Analyst,Sr. Data Scientist / Product Analyst,"San Francisco, CA",via Ladders,Full-time,FALSE,"California, United States",1/10/2023,FALSE,FALSE,United States,year,90000,
1733066,162,Senior Data Scientist,Senior Data Scientist - Top Secret Clearance,Anywhere,via LinkedIn,Full-time,TRUE,Sudan,9/19/2023,FALSE,FALSE,Sudan,year,170000,
1734024,133797,Data Scientist,DATA SCIENTIST,"Arlington, VA",via ZipRecruiter,Full-time,FALSE,"New York, United States",7/26/2023,FALSE,FALSE,United States,year,78592,
1743115,209,Senior Data Analyst,Senior Data Analyst,Anywhere,via Motion Recruitment,Full-time,TRUE,"New York, United States",5/2/2023,TRUE,TRUE,United States,year,132500,
1743230,2552,Data Scientist,Lead Data Scientist,"Woonsocket, RI",via Ladders,Full-time,FALSE,"New York, United States",5/27/2023,FALSE,TRUE,United States,year,125000,
1748160,126272,Data Analyst,Data Analyst,"Albany, NY",via ZipRecruiter,Full-time,FALSE,"New York, United States",6/15/2023,FALSE,TRUE,United States,year,88602,
1749027,309195,Senior Data Scientist,Scientist/Sr. Scientist (onsite),"Alameda, CA",via ZipRecruiter,Full-time,FALSE,"California, United States",10/28/2023,FALSE,FALSE,United States,year,132500,
1750305,6098,Business Analyst,Reporting Analyst IV,"Los Angeles, CA",via ZipRecruiter,Full-time,FALSE,"California, United States",5/30/2023,FALSE,FALSE,United States,year,124497,
1752540,82,Data Scientist,Data Scientist,"Annapolis Junction, MD",via Ladders,Full-time,FALSE,"New York, United States",5/26/2023,FALSE,TRUE,United States,year,115000,
1755822,26,Senior Data Scientist,Senior Data Scientist,Texas,via Indeed,Full-time,FALSE,Sudan,6/9/2023,FALSE,FALSE,Sudan,year,112500,
1764085,7939,Machine Learning Engineer,State Estimation Engineer (Robotics),"Amsterdam, Netherlands",via Ai-Jobs.net,Full-time,FALSE,Netherlands,5/5/2023,TRUE,FALSE,Netherlands,year,89100,
1764308,259,Data Scientist,Data Management Specialist II,"Santiago, Chile",via Ai-Jobs.net,Full-time,FALSE,Chile,7/22/2023,FALSE,FALSE,Chile,year,64800,
1772051,121260,Data Scientist,DATA SCIENTIST,"Chicago, IL",via ZipRecruiter,Full-time,FALSE,"Illinois, United States",9/15/2023,FALSE,FALSE,United States,year,101034,
